question,answer,custom_gpt2_answer,oob_gpt2_answer,cresults,oresults
set the mood by playing some relaxing music.,"good music can help you unwind and take you on a mental or emotional journey.  listen to some tunes you love or create a playlist that evokes whatever place you’d most like to be right now. play it while you’re relaxing outdoors, unwinding in the bath, having dinner, or even just stretching out on your couch.

for example, you could make a playlist of hawaiian music to help you feel like you’re on an island vacation.
listening to nature sounds is also a great way to unwind and set a peaceful mood.","if you’re feeling stressed out, try to take a break from your day and focus on what is important in life right now—and don't forget about how much it's hard for people around us all at once! this can be really tough when everyone feels like they're stuck inside so that we have time together again (or even just getting back into our lives). ""for instance? sit down with someone who has been doing something fun or interesting while sheltering-in place; ask them where their favorite tunes are coming up since there aren't many anymore because of social distancing rules!). then choose one song/video tutorial instead -- think carefully before adding any new ones too soon enough as each person will likely find yourself struggling through different emotions during quarantine times such stress levels may make things feel overwhelming rather than enjoyable yet comforting without having control over those feelings themselvesecd�","if you're feeling stressed out, try to relax and enjoy a quiet time with your loved ones or friends while they play their favorite tunes on keyboards (or other devices). this will help calm down during stressful times like when people are sick from covid-19 so that everyone can focus more comfortably in one place at home instead of going outside for fun activities such as reading books online!  you could also use an app called ""slimming"" which is similar but offers different options depending upon how much stress it causes – just be sure not too loud/drunken before doing anything else because otherwise someone might get upset about what's happening around them right away.""",0.8306005001068115,0.8341923952102661
exercise outside or at home if you can’t wear a mask while doing it.,"you might find it hard to breathe during your workout if you’re wearing a mask. don’t keep your mask on if you’re having trouble breathing. however, consider going outdoors for your workout or doing it at home. this way, you won’t have to worry about the spread  of covid-19. 

if you’re a walker or runner, you might get your exercise outdoors.
if you enjoy group classes at your gym, try doing a video aerobic, dance, or kickboxing workout at home instead.
you may still be able to wear your mask during weight lifting sessions. if not, try lifting weights at home or doing bodyweight exercises.","exercising outdoors is good for your physical and mental health, but not as much of an option because the virus spreads easily between people in close quarters (or when social distancing isn't possible). try to limit contact with others by staying 6 feet away from other members through simple exercises like running errands together instead; going out on public transportation where there are fewer than 10 riders per car so that everyone stays six-feet apart); eating meals inside restaurants/outrooms whenever feasible only once every day rather limiting group sizes – especially indoors—and avoiding crowded areas suchas bars until further notice! ""if someone has trouble breathing after being around them during this time period who cannot stay up all night wearing masks (suchlike scarves), they may be able get help using their own oxygen supply before needing assistance getting better enough again via nasal swap therapy alonelingdonate outdoor activities online hereafteryou'd have accessto free medical care without charge - including prescription refills)","wearing masks is not recommended for people who are sick with covid-19, but some countries have laws that require them to be worn by everyone in the community and others do so only when they need medical attention (e.,g.). however there has been no evidence of any increased risk from exposure during this time period due mainly on coronavirus disease 2019–2020 research into respiratory infections associatedwith prolonged exposures such as coughing/clashing coughs; sneezing after being exposed through contactless facemasks used under certain circumstances including face coverings); breathing difficulties resultingfrom inhaling contaminated air via inhalation using an aerosoliser containing hydrogen peroxide insteadof oxygenated water vapour)",0.8206382989883423,0.8085471391677856
how can we protect people seeking tuberculosis care during the covid-19 pandemic?,"in a context of widespread restriction of movement of the population in response to the pandemic and isolation of covid-19 patients, communication with the healthcare services should be maintained so that people with tuberculosis (tb), especially those most vulnerable, get essential services. this includes management of adverse drug reactions and co-morbidities, nutritional and mental health support, and restocking of the supplies of medicines. enough tb medicines will need to be dispensed to the patient or caregiver to last until the next visit. this will limit interruption or unnecessary visits to the clinic. mechanisms to deliver medicines at home and even to collect specimens for follow-up testing may become expedient. home-based tb treatment is bound to become more common. alternative arrangements to reduce clinic visits may involve limiting appointments to specific times to avoid exposure to other clinic attendees; using digital technologies to maintain treatment support. community health workers become more critical as treatment is more decentralized.more tb patients will probably start their treatment at home and therefore limiting the risk of household transmission of tb during the first few weeks is important. vulnerable populations who have poor access to healthcare should not get further marginalized during the pandemic.","tb treatment and prevention should be prioritized for those who are at high risk of complications from infection. in addition, it is important to ensure that patients with severe immunosuppression (e., cancer or organ transplant) have access not only through their own health system but also by accessing alternative means such as home delivery where possible; including via telemedicine visits when feasible if necessary due diligence measures must still take place on all individuals involved and caregivers need personal protective equipment while caring indoors/outdoor whenever needed[ 1). this includes providing hand hygiene stations throughout facilities which provide adequate supplies [ 2 ]. ""if you do encounter someone suspected having a fever without respiratory symptoms suggestivei would call your healthcare provider immediately before going into an emergency room so they know what precautions will work best based upon available information about patient statusespulmonary fibrosis caused lung inflammationexternal iconweakenedate=enforcafidsymptomsindex1(s): bronchitis requiring hospitalizationa person diagnosedwith pneumonia may develop acute chest pain within 30 minutes unless indicated otherwiseby ecraneral support cannot help breathingrespiratory function regulates coughing muscles tissues require oxygen exchange between airwaysaneurysm pulmonary hypertension affects blood supply chain*","in order to prevent transmission, it is important that everyone who has been exposed or suspected of having had contact with someone infected by a person known as an  person’s first case should be tested for symptoms. if they are positive and have not yet developed any new cases (i., no fever), then testing will continue until all other tests confirm their diagnosis; however this test may take several days after exposure so please do your best before you go back into quarantine!",0.8110074996948242,0.8163982033729553
what rules apply to sports and recreation activities?,"you must follow the rules listed in the mandatory directive for
        recreational and athletic activities and any rules issued by the state health officer. 
the following sports and recreation activities are not allowed at all: 

any close contact sport played with people who are not members of your household. close
        interactions with people from other households create too much risk of covid-19 transmission.  this means you
        can’t play close contact sports (those that involve either physical contact or physical proximity of 6 feet
            or less)—like football, rugby, basketball, baseball, cricket, soccer, boxing and martial arts, partner
        and team dance, water polo, hockey, lacrosse, and ultimate frisbee—with people who are not from your own
        household. 

you can still do things like catch and throw a football or shoot hoops with a friend, because those versions
            of the game do not require close contact. 
you can also play any other sport or game with people from other households that doesn’t involve close
            contact (like tennis, bowling, running, or archery). 

going to a pro sporting event as a spectator. professional sports teams can train in their
        facilities, or hold games without any spectators present if the local health officer approves their
        facility-specific protocols, but you cannot attend a pro sports event as a spectator because allowing crowds at
        such events presents far too high a risk of covid-19 transmission. 
indoor swimming pools. the order issued july 2 prohibits indoor activities that involve
        removing face coverings. this means that indoor swimming pools are closed. 
indoor gyms and fitness centers. indoor gyms and fitness centers may not operate, although they
        may conduct outdoor operations if they follow all the rules in the mandatory directive for gyms and fitness
        facilities. ​","the following summarizes some of these restrictions in pennsylvania. the state has issued a number-one indoor gathering limit for individuals, including sporting events that are not held outdoors or where social distancing is difficult (such as festivals). this limits outdoor gatherings at 50 people per 250 square feet; however individual businesses may operate with their own maximum capacity if they follow all safety guidelines outlined by executive order no 157(a) 202 relating specificallyto covid 19 prevention measures suchas limiting group sizes indoors when possible through fines against noncompliant customers who do so voluntarily but remain within six ftes while inside an establishment/facility's premises during any one hour period from 10 am – 6 pm et on weekdays prior until further notice); additionally there must be two adults over age 65 years old attending both funerals under governor wolf’s new jersey health officer emergency declaration pursuant 30 days after his last day providing services outside golf courses without restriction due diligence requirements before entering either facility / venue ballroom accommodation provided personal protective equipment was available upon request via electronic means between each business' employees responsible parties should contact delaware county public assistance agency about how you can safely conduct your wedding ceremony online using secure messaging applications please visit https//www3njcourtshares","the following are general guidelines for outdoor recreational activity, including indoor or outdoors. the sport of kayaking is not permitted in all areas except at designated times when it would be unsafe (e., during a wildfire) but can still occur indoors if necessary by means other than direct contact with an animal that has been exposed through exposure testing; however there may also have had covid-19 exposures from time spent on trails/courses where animals were present as well such practices should continue until further notice",0.7681511044502258,0.775474488735199
how long is the incubation and transmission period for covid-19?,"the “incubation period” means the time between catching the virus and beginning to have symptoms of the disease. most estimates of the incubation period for covid-19 range from 1-14 days, most commonly around five days.","based on currently available information, it appears that most people with coronavirus disease 2019 (covid) have only mild illness. however some persons may experience more severe symptoms than others if they are infected by a person who has no or very low viral loads at all during their infection duration – including those without any preconceptions about this virus in humans; therefore there can be an important role of asymptomatic spread to limit further community exposure among individuals exposed but not yet known because these findings suggest sars cov 2 might persist longer after initial recovery from acute respiratory distress syndrome/acute lung injury compared against other coronaviruses such as merscovsinfection (eid). we do know several reports show similar clinical features associatedwith prolonged shedding following symptom onset when patients recover fully - ranging between 1 day through 10 days post discharge [note 4different amounts indicate different levels observed before death due partly recovered vs later), which suggests replication cycle time could range up–10 weeks hence shorter serial interval would likely mean higher risk factors like age older adults being cared home sicker while recovering versus nonrecovery status having poorer outcomes =0·0001age 65 years oldand over=65 yearp < 18years≥18 monthpregnancy","in most cases, it will be between 6 months to 14 years. this time frame can vary depending on your age group (age 60 or older), whether you have a medical condition that causes severe illness such as heart disease/sickness with pneumonia due from respiratory infection caused by coronavirus type 1a(cov)2 virus; if there are no symptoms of any underlying health conditions related specifically at home during these periods – then we recommend testing immediately after exposure so people who develop serious illnesses do not become sick again until they recover fully recovered but may need hospitalization before returning safely back into normal life!",0.8148650527000427,0.8248100876808167
what if my apartment catches on fire and i can't leave due to being quarantined?,"you are not expected to sit inside a burning building. common emergencies won't cease just because everyone is trying to self-isolate to prevent spread of the virus. if your building catches on fire, leave the building as safely and quickly as you can. try to assemble in an area that isn't overcrowded and remind each other to keep a safe distance to prevent any potential for spreading the virus. the authorities will be responsible for safe, quarantine-style rehousing in the event your building becomes uninhabitable, so follow their instructions.","you may be able, but it's important that everyone take the same precautions. this includes washing your hands frequently with soap for at least 20 seconds or using a hand sanitizer before going outside; covering coughs/disinfecting surfaces in public spaces when possible (such as doorknobs) whenever feasiblesewhere there are people who don’t live near them and avoiding touching their eyes., mouth & nose unless they have an underlying health condition suchas asthma","the cdc has issued a temporary lockdown of all residential buildings in your area. you may be able, but not required by law or regulation (e.,g.) for up-to 6 months after an individual is placed under quarantine from covid 19 infection with at least one person who was exposed during that time period without prior warning before they were infected again; however this does require additional precautions such as wearing face coverings while indoors when outdoors because it could increase exposure risk among people close together through contact between individuals within households where there are no other household members present); using hand sanitizer regularly throughout any indoor activities including outdoor recreation/covfex use only unless otherwise instructed about how frequently these should occur outside each day so everyone stays home safely",0.8179963827133179,0.819558322429657
return to your normal schedule if your results are negative.,"check with your family members and roommates to see if they tested positive or negative. if your whole household is negative and you’re feeling healthy, you don’t need to worry about quarantining yourself. 
double-check with your employer to make sure you’re allowed to return to work, even if your results are negative.","you may have been exposed or infected with the virus that causes covid-19, and it is important for everyone in this community — including yourself! even though we know there has never before seen a case of coronavirus disease 2019 (covid) associated specificallywith an animal source such as bats – what should people do?""if possible follow these steps when returning home from travel abroad where someone who was recently diagnosed positive tests sars cov2 infection can be safely isolated at their own expense and cared by others outside healthcare settings while they recoverto protect themselves against getting sick during quarantine periodswhen visiting family members overseasexternal icon ","you may have a hard time adjusting back into the routine of work, so it's important that everyone in this household stay home and rest for at least 20 minutes before going out or doing any other activities outside their usual routines (such as eating). try not touching surfaces with hands while working from an area where people can't see them; however don’t touch anything else on yourself unless someone is nearby!  if possible use hand sanitizer when handling objects such items like tables/chairs etc., especially after they've been cleaned up by others since returning safely away.)",0.8158262968063354,0.8304165601730347
​how does workers' compensation work in pennsylvania?,"​the workers' compensation system protects employees and employers. employees receive medical treatment and are compensated for lost wages associated with work-related injuries and disease, and employers provide for the cost of such coverage while being protected from direct lawsuits by employees.","employers must provide reasonable accommodations to employees who are unable or unwilling, as determined by the pa department of labor's division on unemployment insurance eligibility and benefits (cwa), from being absent because they have been exposed for reasons related specifically with covid-19. if a worker is not able due date that would prevent them at risk but has no other cause beyond those circumstances then an employer should consider providing accommodation where feasible based upon their individual situation including whether this person was previously dismissed under any circumstance; how long before such leave ends after 30 days since your last employment authorization expires); what options do you think will be available when determining which employee may need additional time off during quarantine period than otherwise permitted pursuant generally accepted collective bargaining agreements between parties following expiration dates - or whenever there were multiple extensions granted prior approval given through executive order 202 relating solely directly attributable only partially via administrative means rather over regulatory requirements – please refer herefor more information about specific provisions within these terms.​""if applicable  questions regarding retention rates apply throughout each state/territory we encourage all businesses involved regardlessof industry sector into contact tracing efforts so business can better understand local conditions impacting its operations while also protecting public health officials’ abilityto contain outbreaks","the state of pa has a new law that allows employers to offer paid sick leave, which is available for all employees. the act also provides benefits and protections under federal health care reform (hhs) programs including medicaid or unemployment insurance; food stamps/food assistance program(fsp), child support payments through fda's social security system as well public safety net funds suchas nyc grants from yale university scholarships fund-raiser granteeships at america college fraternities & sororieties schoolhouse loan repayment plan awards on april 1st 2019",0.8160918354988098,0.8235051035881042
how long can the coronavirus that causes covid-19 survive on surfaces?,"a recent study found that the covid-19 coronavirus can survive up to four hours on copper, up to 24 hours on cardboard, and up to two to three days on plastic and stainless steel. the researchers also found that this virus can hang out as droplets in the air for up to three hours before they fall. but most often they will fall more quickly.there's a lot we still don't know, such as how different conditions, such as exposure to sunlight, heat, or cold, can affect these survival times.as we learn more, continue to follow the cdc's recommendations for cleaning frequently touched surfaces and objects every day. these include counters, tabletops, doorknobs, bathroom fixtures, toilets, phones, keyboards, tablets, and bedside tables.if surfaces are dirty, first clean them using a detergent and water, then disinfect them. a list of products suitable for use against covid-19 is available here. this list has been pre-approved by the u.s. environmental protection agency (epa) for use during the covid-19 outbreak.in addition, wash your hands for 20 seconds with soap and water after bringing in packages, or after trips to the grocery store or other places where you may have come into contact with infected surfaces.","coronaviruses are a large family of viruses, including those responsible for severe acute respiratory syndrome (sars) and middle east avian influenza. these include some strains found in animals such as camels; sars virus isolated from bats or pangolins is also known to be present during this current outbreak because it has spread widely among people worldwide since 2012 due mainly through close contact with an infected person’s nose/mouth secretions while contagious by coughing droplets containing live human infectious agents like hiv infection and other enveloped viral diseasesexternal icon). there have been no reports yet showing viable clinical features associated specificallywith merscov 2(mers‐virus), which was first identified at wuhan city china province center where cases were reported last year but later became widespread around north america following its initial detection late 2019–2020 based upon limited information available about transmission routes between humans via imported goods into asia before spreading internationally [ 1 ]. however we do not know if similar patterns will emerge when handling personal protective equipment used against emerging animal infections related”to ncov2 outbreaksidae et al., 2020alongside dromm cs shaftingley m mcgoogan jm characteristicsof novel type i interferon susceptibility testing strategies versus validated","it is currently unknown whether or not a virus with known spread from person to individual will persist in indoor airways. however, there are several factors at play when an infectious disease spreads through outdoor spaces such as ventilation and disinfection of household items (e., for example). these include temperature changes during exposure; humidity levels within buildings/rooms where people live together but do so indoors); physical contact between individuals who have been exposed by touching their eyes while outdoors due to respiratory droplets produced after close proximity) – all this may be important if you plan your home environment carefully before entering public areas like restaurants & bars etc..",0.7980929017066956,0.8175729513168335
share a tribute with family and friends by writing a public note.,"another way to pay your respects is to write a public letter in honor of the deceased. briefly mention how much you loved or cared about them and spend the rest of your letter talking about the person you lost. include how they touched your life, what they accomplished, and how much they’ll be missed. send it out to anyone that was close to the deceased or share it on social media so that friends and family can see it. 
a tribute may start, “we lost an incredible person this past week. jasmine was a teacher, mother, and valued member of the community. she touched so many of us and will not be forgotten.”","sharing your story can be really fun, especially if you’re feeling overwhelmed or lonely during the outbreak of covid-19 pandemicangling social distancing rules for yourself! to help lighten that burden on others who are struggling financially due in part because they lost their jobs as well—and it may even make them feel sad about not being able do so much better than before (i know we all miss hugging each other). ""for instance? send an email like this one from someone close at home asking how i could write something uplifting together instead; then click “thank me” along herewith some words such funny things people have written down while sheltering under quarantine might sound familiarized themselvesselfless but don't seem very caring yet enough when everyone is stuck inside again after months spent staying indoors throughout our country's response efforts against coronavirus","if you have children, it's important to write your own memorial letter or post on social media so that others can see the message of remembrance in their lives as well! this is especially helpful for those who are struggling financially due some financial hardship such unemployment benefits (eua), child care assistance programs like nyc grants/grants etc., but also may be able help out during times when they need support from other people outside government agencies including food banks & shelters; emergency relief funds used at state parks through cdc-sanctuary cities program); health insurance coverage under medicaid(hhs) which covers covid19 related medical expenses while uninsured individuals receive free preventive services via eupea payments only – these will likely not cover all costs associated directly between families affected because there isn't enough money available yet). remember how much time each person has spent grieving over what happened before them since then make sure everyone understands why things went wrong together after everything was okay until someone else died too soon?",0.8111007809638977,0.8205856084823608
"if animals already on study need to be euthanized because the institution has shut down, what type of documentation or reporting is expected of the iacuc?","euthanasia of animals should be a last resort and the circumstances for when it is necessary should be described in the institution’s disaster plan. it is an institutional decision involving the veterinarian and the institution’s leadership. careful planning and alternatives to consider include:

transferring animals to a holding protocol,
postponing unnecessary procedures or manipulations,
relocating animals to another facility, and
cryopreservation for certain species.",in order for institutions and animal care organizations (csos) who are unable at this time due either financial hardship resulting from covid-19 related closures as well known effects that have been experienced by their employees during these times – such losses can result directly into a loss. however there may also not always come across enough documents documenting how an organization performed its mission prior then; it will likely require additional information about whether any changes were made necessary based upon circumstances beyond those currently anticipated within csoc’s scope 1 program description page including but excluding pandemics like coronavirus disease 2019(covid 19). if you do encounter issues with your data collection process after completing training/assessment activities using methods described above regarding collecting biological samples before beginning research work under normal conditions - please contact us via email ¦www3dspoeconsentire@parencyreport2020,"in accordance with s. 202(c)(2), a veterinarian may request that an animal not have been placed into quarantine for at least 14 days after being exposed by means other than direct contact (eua) and/or exposure through close proximity such as hand washing; feeding alone without food intake testing); use only veterinary care when necessary due to illness caused during this time period unless otherwise authorized under section 6a-1b et al., cdc nov 2201–d edu americana ’s executive order 136003 which requires all veterinarians who are certified pursuant “animal health services professionals' certification program"" within 60 calendar day from date march 1st  of each year thereafter apply their certificate number online here.",0.8052386045455933,0.7895277142524719
say five times more positive things than negative things.,"think about the standard conversations you have with your partner throughout the day. are you words kind and caring, or do they veer to the negative side? in general, try to make five positive comments for each negative comment throughout the day.  while you don't have to pretend things are okay when they're not, it's healthy for both you and your partner if you remember to look for the bright side. 

you don’t have to be complimenting or expressing affection constantly, but your words should be uplifting and positive overall.
for instance, you can say something like: “the grocery store was pretty packed today, but i was able to get some of the things i needed.”","if you're feeling anxious or depressed, try to take a few minutes each day for yourself and your family members so that they can focus on what's important in their lives right now (for example). ""you might also be able call the counselor at 1-800‑874‐5200 by calling 311 from 8 am - 5 pm et every night!","if you're feeling anxious, depressed or stressed about your job and the situation at home (or even just want to be alone), then try saying something like “i'm sorry i didn't get my phone number last night” instead of a ""yes"" that says it's okay for me not have access right now because we need help getting through this crisis.""",0.8192979693412781,0.8315352201461792
provide care to a family member or vulnerable person in another home.,"if you help out family members or friends, you might be worried that the shelter-in-place will keep you from visiting them. luckily, you’re still allowed to go to someone else’s home if you’re providing care to someone who’s considered vulnerable, like the elderly. just make sure you’re going directly there and then back home. 

during the coronavirus shelter-in-place, you can provide daily care and assistance to anyone who is elderly, has a disability, or has a health issue. additionally, you can go to someone else’s home to care for minor children.
for instance, it would be okay for you to go to your elderly grandmother’s home to give her medication or to babysit for your sister’s children in her home.","if you have an underlying health condition, such as heart disease and diabetes that puts them at greater risk of severe illness from covid-19 infection (such being older than 65 years), call your healthcare provider for advice on how best not only can they help but also what steps should be taken before visiting the facility during this time period?""if possible visit their office by phone instead; ask about any other ways people with these conditions may interact safely while traveling outside washington state—for example through telemedicine visits where appropriate social distancing is practiced between patients who are sick enough so long distances away when feasible).  ","if you are caring for someone who is sick, call 911 immediately and ask them about their symptoms before they come into your household so that the caregiver can help with any medical needs of those around him/her during this time period (e., covid-19). if possible use social distancing measures such as hand hygiene while at work; wear cloth face coverings when out on duty because it may be difficult not wearing one without being exposed by others); wash hands frequently after handling food items like utensils from restaurants where people have been eating since day 1 but donot eat until 2am each morning due cdc guidelines regarding washing dishes outside public areas)  these actions will reduce exposure risk associatedwith spreading coronavirus through contact between individuals’s homes using shared surfaces including facemasks(including gloves), masks over clothing loops etc..",0.813319981098175,0.820706844329834
check in on your loved ones in the morning.,"consider chatting with people while you eat meals or at other downtime during the day. if they are also working remotely this should be easy to make happen. if you or your family gets the virus, that becomes the first priority.","if you live with someone who is sick, it's important to stay home as much possible so they can recover at least a week or two before going out for necessities like groceries and medications (if available). this will help prevent them from getting covid-19 themselves but may also limit their exposure by limiting contact between people outside of work settings such that social distancing cannot be maintained while working remotely/working together when necessary; however there are other ways around staying healthy including exercising regularly throughout quarantine times where physical activity isn't feasible due not only to lack distance access among others during self isolation periods which could increase stress levels); taking breaks after meals might reduce anxiety about being exposed again because some activities require close interaction within households even though everyone else has been isolated separately since march 2020ans should take extra care into consideration these issues first! ""for example - consider making sure all household members have enough time off each day without any distractions until school starts next year instead than starting every monday through friday lunchtime using online learning materials provided under ucas guidelinesexternal icon[1 ]. see more information here","if you have a child who is sick, call 911 or visit their local emergency room to get medical care for them immediately after they arrive at home and stay overnight with others until further notice (such as when someone else arrives). this will help prevent spread of covid-19 by keeping everyone safe from spreading germs that can cause illness during an outbreak like coronavirus disease 2019/20!",0.8318222165107727,0.8341132998466492
can private schools file for a waiver?,"the cdph guidance provides that both public and private schools in counties on the county monitoring list may request a waiver to conduct in-person instruction in elementary schools for grades tk-6.  the private school-equivalent of a superintendent (in most cases, the head of school) may request a waiver from the local health officer to conduct in-person elementary school instruction, in consultation with labor (as applicable), parent, and community organizations.  local health officers, in turn, should review local community epidemiological data, consider other public health interventions, and consult with cdph when considering a waiver request.","yes. the department of education has issued guidance to help states and territories obtain waivers from federal, state or local laws that require public k-12 school districts not requiring students attending in person with disabilities (eua) waive their attendance requirements during this time period due primarily on account they are medically fragile because covid 19 is spreading widely among children at higher risk than adults; however there have been no changes made by governor murphy since march 16th regarding executive order 202 relating specifically to disability protections under section 13(a). the new jersey division will work closely together as we continue our efforts toward ensuring all njans receive access back into classrooms safely while also protecting parents/caregivers who may be impacted financially if closures occur related directly linked solely through childcare providers themselves versus those providing services via distance learning programs where physical distancing cannot remain between individuals based upon cdc recommendations suchas detailed below[1 ]. please note these guidelines do apply only when you believe your child's needs would outweigh any potential financial impact caused indirectlyby closure [2 ], which means it does take some getting used up about how things were before coronavirus began impacting people’s lives – especially now more so given what happened last year - but don't assume","yes. the state of emergency declared by governor murphy on march 31, 2020 has been lifted and will continue to operate through 2019 as long-term care facilities are closed or otherwise shut down due in part because they have not received adequate funding from their local health department (hcp). hcrs is responsible only with providing services that meet certain requirements under sdhc's public safety act; however it does provide other essential functions suchas monitoring compliance at all times during this time period while maintaining continuity between operations within its jurisdiction including ensuring timely response when necessary so employees do business safely without fear being exposed if needed!",0.8164321184158325,0.8209710121154785
does this order lift the governor’s stay at home order?,"yes, this order lifts the statewide stay at home order and moves the state to a safer at home recommendation. it is important to stay home if you are sick. while in public, people should wear a cloth face covering, practice social distancing by waiting 6 feet apart from others while in public and wash their hands or use hand sanitizer. high-risk individuals are urged to stay at home and travel only for absolutely essential purposes. the cdc defines high-risk individuals as:
people 65 years or older
people of any age who have serious underlying medical conditions, including people who are immunocompromised or who have chronic lung disease, moderate-to-severe asthma, serious heart conditions, severe obesity, diabetes, chronic kidney disease undergoing dialysis or liver disease","yes. the executive orders allow for curbside pickup of certain retail food and beverage items, including fruits & vegetables; juices/flavors or drinks that are not in-store (such as canned goods); fresh produce suchas eggshell popcorn to be distributed by mail rather than through drive thru stores where a customer can pick up their groceries from an employee who is available but has no other options because they have been out shopping due covid 19separately exposed during quarantine period","yes. under executive orders, governors can temporarily suspend or restrict their visitation to certain individuals who are in a state of emergency and have been declared by law as having ""serious health conditions"" (suchas covid-19) that require immediate medical attention for treatment; they may also impose additional restrictions on travel within those states if necessary so long such measures do not pose an undue hardship upon public safety because there is no evidence showing these people would be able access essential services from outside sources other than hospitals/medicaid offices where care might otherwise occur due solely based off national guidelines regarding healthcare utilization). the temporary suspension will only apply when all persons with serious illness need urgent hospitalization before returning safely back into normal physical condition without further delay until appropriate action has taken place against them pursuant cdc guidance issued prior  “to march 2020.""",0.8013787269592285,0.809917151927948
how does who gather information?,"who continues to review information provided by published studies, including those that and are available as “pre-prints” (non-peer-reviewed manuscripts that are uploaded to pre-print servers).  who also identifies critical questions that need to be answered to understand and improve our response to covid-19 and guides research efforts on these issues. who convenes regular teleconferences with global expert networks of different scientific disciplines to evaluate all available studies and determine how the available evidence, best practices and experience of frontline workers can be translated into guidance and advice.","the covid-19 outbreak is a rapidly evolving situation and it may change as new data becomes available. who will continue to monitor this closely, including through regular updates on its website or in other communications that are posted by national authorities suchas china’s hubei province (the center of which wuhan was first identified)and italy/territories; however there have been no reports from any country where cases were reported at present during 2019–20 timeframe[ 1(d). for more detailed guidance about countries with sustained transmission beyond what has already happened so far please see our latest update pageexternal icon herefor additional details regarding international travel restrictions relatedto coronavirus disease2019had contact between chinese nationals residing overseas - https//www1ncovherworldpreparednessindex 2020","the cdc has developed a tool to help people with covid-19 learn about what they can do. it is called ""covida"" and will be available for download on march 15, 2020 at https://www2dncucshelter/coronavirus/.",0.8120676279067993,0.817705512046814
will there be any flexibility for the three year complete review?,"no, protocols must be renewed prior to the three-year expiration date. iacucs should consider using the flexibilities described in our guide notice not-od-20-088. continuing review of previously approved ongoing animal activities may be conducted using designated member review. alternatively, full committee review may be conducted virtually using electronic meeting formats or teleconferences in accordance with olaw’s telecommunications guidance not-od-06-052.","yes. if you have questions about completing your completed work, please contact our division of human resources at www3-njhhs@parencycovid19resources (pdf) or call 1‐800‑874–5363 to discuss this topic with us and answer them directly using a secure online form that can help address some common concerns raised by employees who are experiencing stress related covid 19ashares","yes. we are currently evaluating all options to ensure that our staff and customers receive timely, accurate information about covid-19 testing results from coronavirus disease 2019 (covf) laboratories in accordance with cdc guidance on how best they can respond when a patient is tested or exposed during this outbreak of pandemic influenza virus infection at home by an infected person who has not been previously diagnosed as having confirmed cases’s symptoms but was recently admitted into hospital due to illness related reasons such exposure may have caused severe respiratory distress syndrome (rys).",0.8020439743995667,0.8100608587265015
how long do i need to isolate if i test positive for covid-19?,"if you have confirmed or suspected covid-19 and have symptoms, you can end home isolation when:

 
it’s been at least 24 hours with no fever without using fever-reducing medication and
your symptoms have improved, and
at least 10 days since symptoms first appeared.


if you test positive for covid-19, but have not had any symptoms, you can end home isolation when:
 
at least 10 days have passed since the date of your first positive covid-19 test, and
you have had no subsequent illness.","you may be contagious even before symptoms start. the incubation period ranges from 2–14 days, and some people with no known exposure could still spread infection after they have recovered (e., 14 or more weeks). this means that it's possible your body has been infected by someone who is not showing any signs of illness such as fever without realizing themself at all; however there are a number on cdc’s list hereof when quarantiningyou can discontinue isolation based upon whether an individual tests negative for sars cov2 virus within 24 hours prior results should inform public health officials about their status so we know exactly what precautions everyone needs while in quarantine&� ""if testing detects antibodies against one partypreviously developed antibody levels decline over time but remain detectable until 10 business months later*this suggests immunity might last longer than 6 quartersand other immune protection will likely wane rapidlyasymptomatic individuals become symptomaticmany persons develop mild disease during these first two yearslong periods following initial diagnosishttps�//www1hasownhealthinstitutecovid 19/testingguidance","the cdc recommends that individuals who have tested negative or are suspected of having had contact with a person infected by coronavirus disease 2019 (covv) should be isolated from their home and isolation is recommended. isolating people in close proximity can help prevent transmission, but it may not protect them against infection as well because they might become sicker later on after exposure than before testing results were available at this time; however there has been no evidence yet about whether prolonged incubation period during which someone develops symptoms increases risk among those exposed more closely related viruses such an influenza virus type 2 strain like sars2/susceptible novel respiratory syndrome).",0.8092160224914551,0.8101253509521484
